InputSize,Time
1,1.1150894983908817e-08
8,5.201057424439673e-06
9,8.280814328737856e-06
14,2.8798707883537982e-05
16,4.452190021173687e-05
16,4.7010708067636654e-05
16,4.412956229182339e-05
20,8.655929983324594e-05
32,0.00035523558732741047
32,0.0003442637512820041
41,0.0008058716938660382
42,0.0008343712941336854
44,0.0008804988383908182
49,0.0012490435047525048
54,0.0017141856463735474
73,0.003985412446413038
77,0.0053467061340031355
80,0.005251328828039573
81,0.0057596579957639345
83,0.006609111504491773
93,0.008095625328977084
94,0.009694802243033547
97,0.009977519516703871
107,0.01320393421113835
111,0.014301127048096168
115,0.01653113353729392
119,0.017810329353908184
120,0.019836177561634177
125,0.022869880960777307
131,0.026186117023197737
131,0.023947058078413228
135,0.026930173503000206
147,0.031911222487767114
149,0.037916848839594564
151,0.03449130134485052
152,0.036280268940489364
181,0.06133934969131097
181,0.059395504620437994
184,0.07061730999857266
189,0.07219536094363124
192,0.07343304699416073
198,0.07823919173863934
202,0.08629394765753724
205,0.08910266847591446
211,0.10216814078744041
214,0.10090400962043135
219,0.10569466273501402
223,0.11866980878561191
223,0.12710609551931884
247,0.15985757450543384
248,0.15819377747046878
248,0.1585960587810423
253,0.1643795843384975
262,0.19160644590971582
264,0.20423529605182905
273,0.22677917903720124
274,0.21033223815569235
278,0.2418277377853228
281,0.22285317447388517
282,0.22784300651075137
282,0.2419250351637295
283,0.2507517905289044
284,0.24709345879096145
290,0.2803459787374792
291,0.2644544607813299
293,0.27764153776453887
296,0.2930851042046138
296,0.29861644076113875
297,0.2909503994446665
297,0.279818185715584
302,0.3080239202018893
309,0.3010327259762234
311,0.34917402023763716
317,0.32648580716620895
320,0.334475950530154
325,0.3849251390579409
339,0.3910088724379756
361,0.5307811122496615
369,0.5354039425146955
371,0.5648075293000635
392,0.6546438599071589
401,0.6882384151849319
417,0.7752029523254389
420,0.7729037010764584
429,0.9605529316062106
445,1.127494748922505
446,0.9166790003308706
451,0.9359263109984963
452,0.9609426570635675
452,1.0107572431054628
457,1.0710443504346707
464,1.0086143131612515
464,1.062766394724607
481,1.1654126632902115
482,1.2535991710547485
486,1.161656317760448
488,1.193127854914701
490,1.1786616785484483
491,1.4027728493409466
500,1.3773450278949984
