InputSize,Time
3,6.306144879000554e-05
33,0.00019753909908638308
67,0.00030465200720747744
122,0.0003727321987651891
135,0.0004087160949693533
146,0.0004370214493049383
154,0.0004240563435125997
154,0.0004960378157052678
166,0.0004296745456997137
167,0.0004393642687703855
168,0.0005321561460428665
190,0.0004736967182651191
204,0.0004820214977299815
210,0.0005117806905904062
213,0.0005172316117115958
232,0.000597852752266736
236,0.0004885228702640104
248,0.0005694004024167214
250,0.0005633292881737117
251,0.000646890205083686
254,0.000554192278548239
264,0.000560290633822543
274,0.0005679092097863982
291,0.0005573083867541306
296,0.0005541094325656378
347,0.0006002443990782225
388,0.0006811796561734909
388,0.000624796784934043
392,0.0006550213080025133
394,0.0007095143598490498
396,0.0006444164781673932
402,0.0007008425006578624
411,0.0006957484003355779
416,0.0006645756854592959
421,0.0006638329163790134
423,0.0006669699239572119
423,0.0007005059180447565
426,0.0006849792824396056
430,0.0006976897071811659
435,0.0006966555985555537
441,0.0006917905890000797
454,0.0007102672940450874
455,0.0006756929869698019
459,0.0006872640405816069
474,0.0007692003707818699
480,0.0007205187010998453
496,0.0007681569472018197
511,0.0007372943056179734
514,0.0007691362145551634
520,0.0007337377655400238
558,0.0008639231659631693
569,0.0007691278614963837
573,0.0007709557166759735
575,0.0007651048213408486
596,0.0008092327106821021
599,0.0008269091923728316
609,0.000808550931963072
621,0.0008191932821497944
629,0.0008328410273278084
640,0.0008045741570939225
644,0.0008888712106120272
645,0.0008128410915927346
661,0.0008464727034527699
671,0.000885440946122384
672,0.0008582444439665242
673,0.0008858502145550907
678,0.0009036818507852292
689,0.000936060373260759
704,0.0009207744663499203
705,0.0008921931712233015
710,0.0008436752306723033
725,0.0009660102087971124
727,0.0009235361509061447
731,0.0009278336148485952
740,0.0008796399295812964
748,0.0009314185804220265
757,0.0010328014526451925
758,0.0009161538180237445
779,0.0008923468301305079
791,0.0009372924172654504
810,0.0010108048988957232
814,0.0009202039119202568
832,0.0010677127134235225
835,0.0010630947231983696
842,0.0009946687728957903
869,0.000998887702301927
871,0.0010205121018472773
884,0.0010100818968548327
889,0.001083710734126584
890,0.0009533053600682789
904,0.0009626378314711008
917,0.001037314510969514
920,0.0011335849283844288
958,0.001020513626499536
959,0.0010434106212388321
964,0.001052639863759538
968,0.0010875779651349777
976,0.0009973136574810471
987,0.0011241822991380518
998,0.0011656751861760378
