InputSize,Time
18,0.003962538192939216
34,0.009367364619784546
40,0.010978239916349839
61,0.01983151502871634
64,0.021444972956267197
76,0.024054148060357078
87,0.03012859839266934
88,0.030730647279900544
92,0.034627229203011596
96,0.03250642204608306
99,0.03492443915793125
100,0.03483287015467019
101,0.035329871182441824
104,0.03659318365863894
124,0.04516554855548753
127,0.04932846901539231
128,0.04903878215813255
135,0.04916158082180292
142,0.055760690170523264
159,0.06031951284558494
173,0.07289732668944972
209,0.09409292757698276
224,0.08962840965230282
243,0.098727958206127
249,0.10383594101527348
258,0.1152932818400008
278,0.13213991327471344
286,0.12081185066573778
295,0.12673301620506888
321,0.1450193539499817
322,0.15008849168103236
361,0.19272516871639098
369,0.16745758028561192
380,0.17910855554932767
390,0.17949596582014132
395,0.20078361887001422
401,0.1858633629138947
417,0.1969305698258456
422,0.1889476142903917
423,0.193585332767605
433,0.19716915569608318
442,0.20851974954763733
445,0.2482566194705339
466,0.2305854810659247
471,0.2094428534928533
483,0.2174093185972497
485,0.24068667533597563
489,0.24091347865349244
490,0.24581104463423953
501,0.2533776872848513
508,0.23163835685020612
514,0.2562199402833396
525,0.2696710748144811
526,0.24861084207299378
561,0.2606238811052169
563,0.2826626820461458
575,0.2715048133970324
611,0.29286929516418525
624,0.3145352883348882
630,0.35014587455352875
637,0.31444249673914676
642,0.2999233580088961
646,0.32591632222079114
649,0.3792087800765435
655,0.33723924602908134
656,0.31565602965836104
665,0.3381426654705067
670,0.33513271559387325
672,0.33784715299255896
673,0.3517063671944576
674,0.3234372957462135
686,0.33324796926474737
687,0.3872179387245547
695,0.33442158588699156
708,0.35670599042219325
710,0.34734784813801456
711,0.376893484689871
742,0.38672877081833146
742,0.3986215442637709
746,0.3734581646181945
758,0.37926624537618664
774,0.37379036193306764
777,0.39149118589638415
778,0.3948073950139314
782,0.39869031111566455
821,0.45980587103874077
843,0.4512941684639265
851,0.480221126325192
882,0.4744997051297488
898,0.4420991558141611
898,0.44078315780336474
900,0.44644892054312735
920,0.4535576499073332
920,0.5491746939771567
925,0.4780960390278517
929,0.5225079784715796
935,0.46419125800791583
938,0.5022835664891683
969,0.4905941097933768
994,0.524082750786381
