InputSize,Time
10,1.1112311485400892e-07
17,3.210827618436012e-07
19,3.854343383083866e-07
20,4.416903066671921e-07
31,9.844734088036726e-07
32,1.1075019276992144e-06
40,1.7862342506889176e-06
48,2.5732519130578608e-06
66,4.739571334937388e-06
81,7.163453610605163e-06
101,1.1287777822173241e-05
105,1.248920500894548e-05
106,1.1921718404377578e-05
121,1.6730550782884813e-05
149,2.3369793495024186e-05
149,2.425628245709521e-05
150,2.3681453775326487e-05
159,2.860162054880236e-05
162,2.7818308800785453e-05
170,3.159201646753122e-05
188,4.119362694283324e-05
190,3.928175164313328e-05
207,4.6393745135355715e-05
207,4.789238401434165e-05
232,5.6753566584116575e-05
249,6.59362684997413e-05
253,6.527301803946152e-05
261,7.004875814643275e-05
277,8.211428223114412e-05
283,8.353783927256863e-05
288,9.287535218903108e-05
293,8.796476054733e-05
294,9.129900159263731e-05
307,9.908542316776676e-05
315,0.00010472803167530264
319,0.00010926094130920413
323,0.0001063321046885525
332,0.00012941634205869453
344,0.00014360495956866262
355,0.0001303783425838812
360,0.0001534026202925625
374,0.00015093275878393805
374,0.00014442116774855492
382,0.00014959218376916
400,0.00017683372349267757
420,0.00018627423312718024
458,0.0002559554891852716
464,0.00025448075242829764
470,0.00022948286548291367
473,0.0002663050106788105
495,0.0002561331099290655
499,0.0002564319457778844
535,0.0003053849046216617
537,0.00033607062774741227
542,0.00034878802425878443
546,0.0003357969180607136
559,0.00033939500620725453
559,0.00032603613055657763
562,0.00032690846102232724
569,0.00035371607146416923
570,0.00035479933357423994
579,0.0004050270821088516
606,0.00039478075628950667
613,0.00041973719613987756
620,0.0004043795017872924
652,0.00043552544460146104
658,0.0004938988798588575
664,0.0004660295843439674
669,0.00045696638263721353
686,0.0005134225753806716
693,0.000541727276239699
716,0.0005807286202945865
741,0.0005981199621847188
745,0.0006247976160635702
747,0.0005713109519573341
752,0.0005932907140587894
765,0.0006212035907382266
769,0.0006729277835012918
772,0.0006398579484011993
777,0.0006988061984551641
786,0.0006953579758517284
814,0.0006883885728947697
814,0.0007121279246312065
817,0.0007720849788602111
820,0.0007797020334374346
828,0.0007113981253317476
842,0.0007819258349254328
845,0.0007622930534584548
857,0.0008465285726980899
890,0.0008963299335197686
895,0.0008551154941418641
903,0.000995858079915673
909,0.0009624812415305966
919,0.0009111793210604946
936,0.0010338949598787694
950,0.0009180774526423397
957,0.0009984116023117548
974,0.0009902290979927762
988,0.0010800512637028131
992,0.0010278630934561362
