InputSize,Time
4,0.00018367178412608345
10,0.0010167161486607052
16,0.002586127397132062
23,0.0052976762842875755
26,0.006815057040310608
41,0.016952078902357826
47,0.022891161410017413
62,0.04067543566201189
66,0.0464181973327899
71,0.05732694428721227
81,0.06641258098411637
83,0.07938903627975996
87,0.07628842247059599
89,0.09787865414167882
92,0.09076448087727945
101,0.10270850956701065
101,0.1090734268165941
101,0.11264988879363078
119,0.1627412806603212
125,0.18466340785744245
144,0.21974761961617334
150,0.23587972986105557
189,0.3575156192215233
196,0.41868498835552814
208,0.45634062028444705
210,0.4451953869991269
213,0.5104751191642467
215,0.46763487891956756
231,0.5598528731649589
248,0.7055232774808257
264,0.7309676646759641
271,0.811291493733876
302,0.9292254126027356
307,1.0287018244383712
307,1.046977470341908
315,1.0794052681973159
326,1.1826114405029757
348,1.3467706799076182
349,1.2896657435199153
356,1.2975723089700748
370,1.4114462403312633
384,1.7009699285780595
397,1.5810604365865515
409,1.90926940001389
421,1.8670197411726133
432,2.0067058865492062
441,2.079833952504363
474,3.0237771293076636
520,2.9756109567051388
542,3.507388537953952
544,3.081530362748213
551,3.2652305565029254
554,3.134889597400239
557,3.393121849084861
558,3.659859390936121
559,3.5674388722340367
564,3.269107256304861
567,3.2635696616479395
568,3.378773453618105
584,3.6510370463068424
584,3.6419795014805194
596,3.7572796346247266
597,3.9482429645238635
612,3.819099548908979
618,4.0734629091933305
629,4.345682834223075
632,4.370163148487296
637,4.194954577662322
639,4.301968055098126
656,4.931845246232708
660,4.585544483154413
668,4.760245477400006
669,4.612381687191781
673,5.216244352850726
673,4.950880315938568
675,4.58369964621833
676,4.91288580506582
743,5.626432363630424
778,6.304158244531312
781,6.497377048299818
786,6.710779456796611
795,6.531388099959921
813,6.804328005074407
817,8.560527325122882
830,7.160784021646863
853,7.460744798465091
862,7.800105796071446
868,8.697261849320496
875,8.098038538433933
875,8.635915381768317
885,8.25157549924636
886,8.385780305620807
914,9.206435507504724
927,9.290419463162355
930,9.379057395055387
947,9.234780808414094
950,10.623500662661732
988,9.978441167651603
993,10.133704402977845
998,10.234371782520176
